name,region,distance_km,elevation_gain_m,difficulty,duration_min,days,description,route_number,url
Sentiero Cristallina,Bignasco → Airolo,43.0,2950.0,Bergwanderweg | technical: medium | fitness: difficult,915,3,"Vom typischen Tessiner Bergdorf Bignasco schlängelt sich der Weg durch das steinreiche, tief eingeschnittene Val Bavona mit seinen zwölf kleinen Weilern. Ein steiler Aufstieg führt vorbei an der traditionellen Basodino Hütte hinauf zu den natürlichen und gestauten Seen, die dieses alpine Gebiet beleben und den Hauptteil des Stroms im Kanton Tessin liefern, während paradoxerweise das darunter liegende Val Bavona elektrizitätsfrei ist. Die mageren Bergwiesen werden auf den Serpentinen bis zur modernen Cristallinahütte immer mehr von Geröllhalden durchzogen. Die stattliche und moderne Capanna Critallina mit guter Infrastruktur und Platz für 120 Gäste ist genau auf dem Pass platziert und bietet ein spektakuläres Panorama auf die Gletscher des Basodino. Von den steinigen Berghängen führt die Route hinunter zu lieblichen Alpen und Wäldern. Der Höhenweg im Val Bedretto verläuft durch Hochmoorlandschaften und bietet schöne Ausblicke ins Gotthardmassiv. Im Verkehrsknotenpunkt Airolo erreicht man das Ziel der Route.",59,https://www.schweizmobil.ch/de/wanderland/route-59
Liechtensteiner Panoramaweg,Malbun (FL) → Ruggell (FL),46.0,2490.0,Bergwanderweg | technical: medium | fitness: difficult,960,3,"Die Alpen sind mit der Schweizer Grenze nicht zu Ende. Mehr noch: Die Grenzziehung zerschneidet oft Regionen, die topografisch und kulturell zusammengehören würden. Ein Paradebeispiel dafür ist das Bergmassiv der Drei Schwestern. Würden sie inmitten der Schweiz liegen, wären sie mit Sicherheit so bekannt wie die Mythen. Ähnlich ihr Fels-Charakter, nur sind die Drei Schwestern noch weitläufiger und einen Tick alpiner. Grund genug, ihnen die Referenz zu erweisen und dabei auf dem Liechtensteiner Höhenweg kräftig auszuholen. Anfänglich verläuft die Route parallel zum Fürstin-Gina-Weg, der nicht nur landschaftlich, sondern auch kulturell interessant ist. Oder gibt es in der Schweiz ein Gipfelkreuz wie jenes vom Augstenberg, das von einer «Vereinigung der Krippenfreunde» gestiftet wurde? Auch sonst lassen diverse Kapellen und Bildstöckli am Wegrand so tief in die gläubige Seele der Liechtensteiner blicken wie die herrschaftlichen Wohnbauten in ihr oft wohlhabendes Portemonnaie. Und wenn auf dem Schellenberg sogar Waldwege beleuchtet sind, dann macht das schon Eindruck. Der klassische Höhenweg lässt sich in drei Tagesetappen erwandern und bietet fantastische Tief- und Weitblicke nach Vorarlberg, ins Rheintal, sogar bis zum Bodensee und zu den Schweizer Alpengipfeln. Die spektakuläre Route verläuft auf sicheren Pfaden über Grate, Bergflanken und letztendlich vorbei an jenen Felszacken, die der Sage nach durch die Versteinerung von drei Schwestern entstanden, welche das Beerensammeln dem sonntäglichen Gang in die Kirche vorzogen.",66,https://www.schweizmobil.ch/de/wanderland/route-66
Dreiland-Wanderweg,"Basel, Schifflände (Rundweg)",44.0,870.0,Wanderweg | technical: easy | fitness: difficult,680,3,"Das Dreiländereck von Deutschland, Frankreich und der Schweiz ist eine grenzüberschreitende Region. Grenzüberschreitend ist auch der Dreiland-Wanderweg. Start und Ziel des Weges liegen mitten in Basel an der Schifflände. Ähnlich einer Panoramawanderung führt der Weg nun in einem grossen Bogen um die Stadt Basel über die drei sagenumwobenen Hügel St. Margarethen, St. Chrischona und Ober-Tüllingen. Diese Aussichtspunkte ermöglichen aus einer immer wieder anderen Himmelsrichtung imposante Einblicke in und über die Stadt. Als Kontrast zum bisher urbanen Gebiet zeigt sich allmählich ein naturnahes Ufer entlang dem Altrhein. Im Markgräflerland dominieren die Weinbauflächen. In dieser sonnigen Ecke Deutschlands gedeihen die Weintrauben besonders gut, allen voran der Gutedel. Bekannt für seinen Wein sind auch das stattliche Rebdorf Haltingen oder das benachbarte Ötlingen, beides Stadtteile von Weil am Rhein. Viele Häuser im Ortskern stehen unter Denkmalschutz. Kurz vor Basel folgt ein Abstecher ins Naturschutzgebiet Krebsbachtal. Am Dreiländereck treffen die Schweiz, Deutschland und Frankreich aufeinander, die imposante Dreiländerbrücke verbindet das deutsche Weil am Rhein mit Huningue. Auf dem Französischen Uferweg mit Blick über den Rhein zu eindrücklichen Hafenanlagen endet der Weg erneut an der Basler Schifflände.",67,https://www.schweizmobil.ch/de/wanderland/route-67
Chemin des Trois-Lacs,Yverdon-les-Bains → Murten,60.0,760.0,Wanderweg | technical: easy | fitness: difficult,920,3,"«Wasser ist Leben», dieses einfache Naturgesetz gilt vor allem für das Dreieck von Bieler-, Neuenburger- und Murtensee. Im «Drei-Seen-Land», spätestens seit der Landesausstellung Expo.02 ein Begriff, lässt sich auf engstem Raum allerhand entdecken: naturbelassene Uferregionen und Schilfgürtel, Schutzgebiete und Lehrpfade; darüber hinaus laden feine Sandstrände und mittelalterliche Städtchen zu vielfältigen Ausflügen ein. Sei es zu Fuss, mit dem Velo oder ganz einfach mit dem Schiff. Der «Chemin des Trois-Lacs» ist ein ganzjähriges Wandererlebnis für Gross und Klein, führt er doch, abgesehen vom Abstecher auf den Mont Vully, meist an den Seeufern entlang. So kann man an beliebigen Orten in die Route einsteigen, jede Etappe als separate Tagestour wandern und auch mit einer Schiffsfahrt kombinieren. Highlights am Weg sind das Naturschutzzentrum «La Sauge» und das Pro Natura Zentrum von «Champ-Pittet» mitten in der Grande Cariçaie, der grössten an einem See gelegenen Sumpflandschaft der Schweiz. Das Durchstreifen der Schilflandschaft auf abenteuerlichen Holzstegen ist eine Erlebnisreise für alle Sinne. Hier wird man sensibilisiert für die Natur, taucht ein in die unmittelbare Umgebung: horchen und schauen was da kreucht und fleucht, seltene Pflanzen bestimmen oder auf den luftigen Turm klettern und Tiere beobachten.",71,https://www.schweizmobil.ch/de/wanderland/route-71
Sentiero Verzasca,Sonogno → Locarno,35.0,1360.0,Wanderweg | technical: easy | fitness: difficult,645,2,"Keine Frage: Es lohnt sich, das Val Verzasca zu durchwandern. Am besten übernachtet man in Sonogno und geniesst dort die morgendliche Ruhe. Das glasklare smaragdgrüne Wasser, sonnengewärmte, glatt polierte Felsen, duftende Büsche, das Risotto aus den Grotti am Wegrand: Die Wanderung durch das Tal spricht viele Sinne an. Ein optischer Höhepunkt ist sicher die «Ponte dei Salti» aus dem 17. Jahrhundert, die bei Lavertezzo in zwei filigranen Steinbögen die Verzasca überwindet. Das Tal hat aber mehr zu bieten als einfach nur Idylle. Wer den liebevoll ausgebauten Bergweg von Corippo nach Mergoscia geht, merkt bei aufmerksamer Betrachtung, dass das Leben in diesem Tal vor wenigen Jahrzehnten alles andere als idyllisch war. Eingewachsene Alpen auf kleinsten Terrassen zeugen vom harten Existenzkampf, der hier noch vor hundert Jahren geherrscht hat. Dieses Teilstück hat deswegen ebenso musealen Wert wie das unter Heimatschutz stehende Bergdorf Corippo und auch Mergoscia, das in den letzten Jahren zu einer Ferienhausdestination mutiert ist.",74,https://www.schweizmobil.ch/de/wanderland/route-74
Thurgauer Panoramaweg,Amriswil → Wil SG,37.0,960.0,Wanderweg | technical: easy | fitness: difficult,575,2,"Der Thurgauer Panoramaweg führt mitten durch «Mostindien», wie der ländliche, von Obstplantagen überzogene Landkanton auch genannt wird, vorbei an Bauernhöfen, Naturschutzgebieten, klassischen Bauerndörfern mit gepflegten Fachwerkhäusern. Beim Hosenruck sprudeln fünf Quellen, die vom entfernten Alpstein gespeist werden. Der Nollen, liegt lediglich 733 Meter über dem Meeresspiegel, gleichwohl geniesst man von hier eine umfassende Rundumsicht vom Bodensee bis in die Alpen. Dazwischen kann man im Rittersaal des Wasserschlosses Hagenwil Fischfondue und regionalen Wein geniessen und anschliessend mit dem Fährmann auf einem motorlosen Langboot über die Sitter schaukeln. Auf einem Wurzelpfad streift man durch ein Naturschutzried mit fünf Fischweihern, die von den Mönchen des Klosters St. Pelagiberg angelegt wurden. Beide Etappenziele, Bischofszell und Wil, können stolz sein auf ihre gut erhaltenen Altstädte. Bischofszell erhielt für seinen vorbildlich renovierten historischen Kern sogar den Wakkerpreis. Auf der Nordwestseite der Stadt spannt sich die Bogenbrücke aus dem Jahre 1487 über die Thur.",79,https://www.schweizmobil.ch/de/wanderland/route-79
Fribourg en diagonale,Gruyères → Murten,68.0,1660.0,Wanderweg | technical: easy | fitness: difficult,1065,3,"Die Route ist für Genusswanderer gedacht, getreu dem Motto «Reisen heisst, auch innehalten zu können». Die Strecke verläuft an der Grenze zwischen französisch- und deutschsprachigem Gebiet. Sie ermöglicht es, mit dem Besuch der mittelalterlichen Dörfer die Geschichte der Region wieder aufleben zu lassen, aber auch die Architektur und die Entwicklung der Landhäuser in den durchwanderten Dörfern wie auch die Zeichen des wirtschaftlichen Aufschwungs der Region zu entdecken. Die abwechslungsreiche Landschaft mit ihren reizvollen Orten beweist, dass man zeitgemäss leben und trotzdem zu den durch Natur und Geschichte geprägten Kulturgütern Sorge tragen kann. Die Route ist für drei Tagesetappen vorgesehen, sie lässt sich verlängern, je nach der Zeit, die man dem Besuch der Städte und Sehenswürdigkeiten unterwegs widmen möchte.",81,https://www.schweizmobil.ch/de/wanderland/route-81
Sanetsch-Muveran-Weg,Gsteig → Ovronnaz,42.0,3080.0,Bergwanderweg | technical: medium | fitness: difficult,960,3,"«Derborence, das Wort klingt sanft; sanft und etwas traurig klingt es in uns nach. Es beginnt mit einem festen und bestimmten Laut, dann zögert es und sinkt, noch während man es klingen lässt, ins Leere; Derborence; als wollte es so auf den Untergang, auf die Einsamkeit und das Vergessen deuten.» Wieder so ein Buch welches mit in den Rucksack gehört: «Derborence» von Charles Ferdinand Ramuz erzählt vom Bergsturz auf Derborence, ist aber auch eine Liebesgeschichte. Das Buch macht Lust, sich auf den Weg zu machen, auf den Sanetsch-Muveran-Weg. Sind doch die Landschaftsbeschreibungen von Ramuz so schön wie die Route selbst. Der Sanetsch-Muveran-Weg beginnt im Saanenland und führt am ersten Tag auf den Col du Sanetsch, historischer Passübergang vom Berner Oberland ins Wallis. Dominierendes Landschaftselement sind auf der zweiten Etappe die vergletscherten «Teufelsberge», Les Diablerets, und die Karrenfelder von Tsanfleuron während der Weg steil hinab zieht ins Bergsturzgebiet von Derborence mit seinem See und dem verwunschenen Urwald, der in drei Jahrhunderten herangewachsen ist. «Man folgt dem Ufer eines hübschen Wasserlaufs... Das Wasser, zwischen steile Böschungen gezwängt, ist wie viele Köpfe und Schultern, die einander drängen, um schneller vorwärts zu kommen. Mit lauten Schreien, mit Gelächter, Stimmen, die einander rufen; so wie wenn die Kinder aus der Schule kommen, und die Tür ist zu eng, um sie alle zugleich durchzulassen.» So beschreibt Ramuz jenen Abschnitt zwischen Waadtland und Wallis, der – in umgekehrter Richtung - die dritte Etappe des Sanetsch-Muveran-Weges bildet. Über den Col de la Forcla, im Herbst manchmal schon schneebedeckt, geht es im Angesicht von Grand und Petit Muveran hinunter nach Ovronnaz wo müde Wanderer in warme Thermalbäder eintauchen.",82,https://www.schweizmobil.ch/de/wanderland/route-82
ViaStockalper,Brig → Gondo,30.0,1820.0,Wanderweg | technical: easy | fitness: difficult,605,3,"Der Simplonpass ist eng mit dem umtriebigen Handelsunternehmer Kaspar Stockalper verbunden, der 1609 in Brig geboren wurde und der Route ihren Namen gab. Als Politiker, Unternehmer, Stifter und Bauherr kam er zu unermesslichem Reichtum und prägt den Naturraum im Wallis bis heute. Als der Dreissigjährige Krieg (1618-1648) den Verkehr über die Bündner Pässe und den Gotthard einbrechen liess, etablierte Stockalper die Route über den Simplonpass als sichere Handelsverbindung über die Alpen jenseits des Kriegsgeschehens. Sein europäisches Beziehungsnetz und sein grosses Ansehen schützten ihn, als er 1678 aufgrund seiner Machtfülle alle Ämter und Teile seines Vermögens verlor und nach Domodossola fliehen musste. Die ViaStockalper folgt dem alten Saumpfad und bietet Einblicke in die napoleonische und heutige Strassenführung. Eine Besonderheit der Wanderung ist der kaum besiedelte, wilde Naturraum. Beispielsweise hat zwischen Simplon Dorf und dem Weiler Egga der Abbruch des Rossbodengletschers 1901 eine fünfzig Meter hohe Schutt- und Eisschicht hinterlassen. Heute wächst dort auf grossen Felsbrocken ein wunderbarer Lärchenwald, durch den die Wanderung führt. Auch die Taferna, die schäumend zwischen gewaltigen, bewaldeten Steilhängen fliesst, ist ein Erlebnis. Auf dem Simplonpass, dem höchsten Punkt der Route, liegen verteilt über das karge, raue Hochplateau zahlreiche kleine Seen zwischen imposanten Gipfeln. Eine weitere Besonderheit sind die vielen Spuren, die die Menschen in den letzten Jahrhunderten auf der Route hinterlassen haben. Auf dem Pass liegt das beeindruckende Simplon Hospiz, das von Napoleon in Auftrag gegeben worden ist und das Alte Spittel, das Kaspar Stockalper 1666 fertiggestellt hat. Das sind nur zwei von zahlreichen jahrhundertealten Gebäuden, die den auf der ViaStockalper Reisenden einen Rastplatz oder einen Rückzugsort boten. In der steilen, felsigen Gondoschlucht verlaufen drei Verkehrswege eng neben- und übereinander. Die Steinplatten von Kaspar Stockalpers Saumpfad, die Brücken und Mauerstützen der Napoleonstrasse und die moderne Nationalstrasse kreuzen sich auf schwindelerregende Weise. Im 350 Meter langen Stollen, der zur Festung Gondo gehört, wird die militärische Bedeutung des Simplons deutlich.",90,https://www.schweizmobil.ch/de/wanderland/route-90
Neckerweg,Schwägalp → Bazenheid,38.0,1000.0,Bergwanderweg | technical: medium | fitness: difficult,635,2,"Die Schwägalp verbindet Appenzell mit dem Toggenburg. Früher war die Gegend von Gletschern umgeben. Heute erschreckt sich am Nordfuss des Säntismassivs eine elf Kilometer lange Moorlandschaft, auch Lebensraum des Auerhuhns. Über den Chräzerenpass erreicht man den Spesswald. Bevor 1935 die Schwägalp-Passstrasse gebaut wurde, bestand zwischen dem Tal der Urnäsch und dem Obertoggenburg nur der Saumpfad über den Chräzerenpass. Der Spesswald und die imposante Sandwand befinden sich im Quellgebiet desr 32 Kilometer langen Neckers. Dem Flusslauf folgt man bis St. Peterzell. Schön ist der Dorfkern mit der Klosterkirche, den Toggenburger Giebelhäusern und dem Gasthof Schäfle mit seiner roten Fassade. Die Ortschaft ist eine Raststätte des Jakobsweges von Rorschach nach Einsiedeln – oder für Weitwandernde bis nach Santiago de Compostela. Bei Lütisburg mündet der Necker in die Thur. Sie bilden im Mündungsgebiet eine Auenschutzlandschaft von nationaler Bedeutung. Kiesbänke, ein Eiben-Buchenwald und offene Felswände formen das 1.5 Hektar grosse Schutzgebiet. Beheimatet sind hier auch Tiere wie der Edelkrebs, Feuersalamander, Äschen, Barben und Bachforellen. Die Necker-Wanderung endet nur wenig später in Bazenheid am untersten Zipfel des Toggenburgs.",92,https://www.schweizmobil.ch/de/wanderland/route-92
Sentier du Rhône,Genève → La Plaine,20.0,460.0,Wanderweg | technical: easy | fitness: difficult,325,1,"Die Rhone, ein Fluss mit einer reichen Geschichte, führt auf 812 km vom Gotthardmassiv bis zum Mittelmeer und durchquert auf einer Länge von 27 km den Kanton Genf. Die Wanderung beginnt bei La Jonction. Schon nach wenigen Metern wird die urbane Umgebung Genfs verlassen und man taucht ein mitten in einen grünen Dschungel. Der Weg führt der Rhone entlang, wo unzählige Vogelarten beheimatet sind, bis zum Weiler Loëx, wo sich eine spektakuläre Sicht auf die moderne Siedlung Lignon eröffnet. Die Wanderung wird gegenüber den Hängen von Vernier fortgesetzt bis zum Bois de Châtillon, wo bald schon das Dorf Aire-la-Ville erreicht wird. Das Naturschutzgebiet Moulin-de-Vert bietet eine mannigfaltige Flora und Fauna, welche sich im Gebiet eines ehemaligen Mäanders der Rhone entwickelt hat. Oberhalb der Abhänge empfiehlt sich ein Halt im schönen Dorf Cartigny. Hier wartet eine beeindruckende Aussicht zur Senke des Fort de l'Ecluse, bevor der Nant des Crues überquert und das Dorf Avully erreicht wird. Ein geschichtsträchtiger Ort: Am Hangfuss von Avully, die Rhone dominierend, schritt Julius Cäsar im Jahr 58 v.Chr. zur Eroberung Helvetiens.",101,https://www.schweizmobil.ch/de/wanderland/route-101
Far West du canton de Genève,Chancy (Rundweg),11.0,300.0,Wanderweg | technical: easy | fitness: medium,180,1,"Wer ab Genf noch weiter in den Westen fährt, ist in wenigen Minuten im Gebiet der Champagne mit ihren Feldern und Hügeln. Die Route beginnt am Rand dieser Gegend, in Chancy an der Grenze zu Frankreich. Der Ort liegt an der Handelsroute Genf-Lyon und ist seit jeher ein wichtiger Grenz- und Durchgangsort. Chancy ist landwirtschaftlich geprägt, wie alle Dörfer in dieser fruchtbaren Landschaft. Der erste Teil der Wanderung verläuft entlang der Rhone. Sie schlängelt auf einem schmalen Pfad durch eine natürliche, unberührte Gegend bis zum berühmten Grenzstein Nr. 1, der den westlichsten Punkt des Landes markiert. Weiter entlang der französisch-schweizerischen Grenze, vorbei an historischen Meilensteinen, steigt die Route auf einem denkmalgeschützten Pfad von nationaler Bedeutung durch den Wald von Chancy. Ganz in der Nähe stiess man auf Spuren aus der Römerzeit, etwa auf Überreste einer Ziegelei mit einem Ofen. Die Route führt dann hinunter ins Vallon du Longet, wo auf einem 45 Meter langen Holzsteg der Fluss überquert wird. Der Weg taucht dabei hinein in ein Dach aus Blättern. Das Tal wieder hinaufgestiegen, folgt weiter unten der nächste Fluss: die Laire, die sehr natürlich geblieben ist. In der Nähe des Flusses und des Schiessplatzes von Les Raclerets gibt es einen Picknickplatz mit Feuerstelle und südländischem Flair – der ideale Ort für eine Pause, bevor es weiter durch das landwirtschaftliche Gebiet geht. Auf dem Rest der Route, die grösstenteils auf historischen Verkehrswegen (IVS) verläuft, ist die Atmosphäre dann ganz anders: Den Wald verlassen, werden Felder in einer hügeligen, malerischen Landschaft durchquert. Den Weg säumen Alleen aus Eichen, typisch für den Kanton Genf. Das Dorf Avusy mit seinem Schloss Champlong wird durchquert. Zum Schluss kehrt der Pfad mit schöner Aussicht auf den Jura und den Bergrücken Vuache nochmals an die Rhone zurück und endet erneut in Chancy.",102,https://www.schweizmobil.ch/de/wanderland/route-102
Rive Droite,Meyrin → La Plaine,19.0,380.0,Wanderweg | technical: easy | fitness: medium,300,1,"Die Route beginnt in der Nähe der Europäischen Organisation für Kernforschung (CERN), wo unter anderem das World Wide Web erfunden wurde und wo mithilfe des weltweit einzigartigen Teilchenbeschleunigers die Ursprünge des Universums erforscht werden. Von hier aus führt der Weg durch die Weiler von Satigny, der grössten Weinbaugemeinde der Schweiz. Bourdigny, Choully und Peissy sind schöne Beispiele für Dörfer mit viel Charme und perfekt erhaltener Architektur. Die Aussichtspunkte auf die Genfer Region sind ebenso zahlreich wie atemberaubend. Nach und nach verschwindet die Stadt. Je näher man dem Vallon de l'Allondon kommt, benannt nach dem wichtigsten Fluss der Region, nimmt die Landschaft ein südliches Flair an. In Les Granges kann man im Naturzentrum die Naturschätze der Region entdecken. Weiter hinten bietet der Weiler Malval einen spektakulären Blick auf dieses Auengebiet von nationaler Bedeutung, dessen Dynamik dank des Verzichts auf Verbauungen im Wasserlauf erhalten geblieben ist. Nach dem ruhigen und malerisch hochgelegenen Weiler Essertines ändert sich die Stimmung erneut drastisch, sobald man das Roulave-Tal mit seinem Nebenfluss des Allondon durchquert. Die zerklüftete Topographie und die Kühle des Uferwaldes, der unter anderem Feuersalamander einen Lebensraum bietet, stehen in starkem Kontrast zum Allondon-Tal. Der Weg führt dann durch die Weinberge des schmucken Dorfes Dardagny, dessen Schloss man vom Hang aus bewundern kann. Von Dardagny aus geht es noch einmal durch den Wald, bevor man von einer Schleife der Rhone überrascht wird, die etwa 50 Meter tiefer liegt. Der Zielort, der Bahnhof von La Plaine, liegt jetzt in Sichtweite. Von hier aus können wir in rund 20 Minuten mit dem Zug zurück ins Stadtzentrum von Genf fahren. Die zahlreichen Informationstafeln, die die in der Region angebauten Rebsorten sowie die Anbautechniken erläutern, werden Ihren Besuch bereichern.",103,https://www.schweizmobil.ch/de/wanderland/route-103
Au fil de la Versoix,Sauverny → Versoix,10.0,120.0,Wanderweg | technical: easy | fitness: easy,145,1,"Die Wanderung beginnt ausserhalb des Weilers Sauverny (F) an der französisch-schweizerischen Landesgrenze. Der erste Teil verläuft in unmittelbarer Nähe des gewundenen Flusslaufs der Versoix, die kurz vorher in Frankreich noch den Namen Divonne hatte. In diesem Abschnitt durchquert der Fluss das Naturschutzgebiet Combes Chapuis, das nicht nur an sich eine Augenweide ist, sondern auch Lebensraum bietet für eine vielfältige Flora und Fauna. Nachdem der Wasserlauf eine Weile verlassen wird, um die Waldwege des Bois de Versoix zu erkunden, trifft man unweit der Pont de Bossy erneut auf den schönen Fluss. Am anderen Ufer gibt es einen Picknickplatz mit Tischen und Grills. Hier und in La Bâtie, nächster Weiler am Weg, befinden sich Festungen aus dem Zweiten Weltkrieg. Diese sind jedoch gut versteckt und müssen gesucht werden. Je mehr man sich Versoix nähert, desto mehr Hinweise auf die Nutzung der Wasserkraft tauchen auf: Immerhin gab es zu Beginn des letzten Jahrhunderts am Fluss rund 50 Mühlen! So führt der Weg unter anderem an der Moulin-de-Richelien vorbei, wo die Wasserkraft seit über 500 Jahren genutzt wird. Bis heute erzeugt hier ein kleines familienbetriebenes Wasserkraftwerk Strom. Nachdem sich der Weg entlang der Versoix durch einige Windungen im Waldnaturschutzgebiet Gravines geschlängelt hat, folgt er anschliessend einem 1790 angelegten Bewässerungskanal, dem Canal de Versoix. Hier wird der Weg von einer Jahrhunderte alten Platanenallee gesäumt, die das Gefühl einer ländlichen Reise in die Vergangenheit aufkommen lässt. Bevor der Heimweg angetreten wird, kann ein Abstecher in die alte Schokoladenfabrik, ins Dorf oder Richtung See gemacht werden. Hier trifft man letztmals auf den renaturierten Fluss, bevor er in den Genfersee mündet.",104,https://www.schweizmobil.ch/de/wanderland/route-104
Entre Arve et Lac,Hermance → Choulex,18.0,240.0,Wanderweg | technical: easy | fitness: medium,265,1,"Hermance ist mit dem Bus oder dem Schiff erreichbar. Vom See aus ist die Sicht auf Genf, die Parkanlagen und die majestätischen Residenzen spektakulär. Der Wanderweg in Richtung Anières durchquert die ersten Weinbaugebiete zwischen dem See und der französischen Grenze. Nach Corsier führt der Weg durch jene Genfer Landschaft, die Entre Arve et Lac genannt wird. In dieser Gegend befinden sich zahlreiche Reitställe. Vor Choulex führt der Wanderweg am Naturschutzgebiet Le Marais du Château vorbei. Auf dem Weg trifft der Wanderer auf rund zwanzig Informationstafeln, die die angebauten Rebsorten und die önologischen Technologien erklären. Auf der Wanderung trifft man immer wieder auf malerische Terrassen, wo lokale Weine und Spezialitäten angeboten werden. Gemütlich streift man durch alte, blumengeschmückte Dörfer an Weingütern vorbei, wo man sich verpflegen kann.",105,https://www.schweizmobil.ch/de/wanderland/route-105
Tour de La Palette,Col du Pillon (Rundweg),9.0,560.0,Wanderweg | technical: medium | fitness: medium,190,1,"Die Wanderung beginnt am Col du Pillon, der Les Diablerets mit Gsteig verbindet. Der Weg führt durch Weideland zum Retaud-See, der einen prachtvollen Blick auf das Diablerets-Massiv freigibt. Der See liegt in einer Mulde und ist umgeben von Alpweiden und Nadelbäumen. Weiter geht es mit Sicht auf die Felstürme Aï und Mayen bis zum Chalet La Marnèche. Das Panorama hier: das Ormonts-Tal und seine Bergmassive. Auf den Weiden bimmeln Kuhglocken und die Schafe blöken, während man an den Alpenrosen vorbei in Richtung Chalet d'Isenau weitergeht. Die grosse Berghütte an einmaliger Lage ist mit Glocken und Weidtreicheln geschmückt. Das Chalet d'Isenau ist einer der Orte, die für die Herstellung des L'Etivaz AOC (geschützte Ursprungsbezeichnung) ausgewählt wurden. Der Hartkäse aus Rohmilch wird über dem Holzfeuer gemacht und kann vor Ort gekauft und gekostet werden. Nach dem Aufstieg zum Andérets-Pass wird rechts in Richtung Gipfel La Palette abgebogen. Im Blick: der blau schimmernde Arnensee inmitten des tiefgrünen Waldes. Dahinter liegen Feutersoey, das Saanenland und das Berner Oberland. Weiter unten hebt sich bereits das rote Dach des Chalet Vieux vom Grün der umliegenden Weiden ab. Am Anfang verläuft der Abstieg eher steil über hohe Stufen und ist von Wasserrinnen durchzogen. Doch er wird schon bald zu einem herrlichen Weg am Berghang. Zwischen Blumen und Schmetterlingen fällt er via Col de Voré sanft in Richtung Retaud-See ab und endet wieder beim Ausgangspunkt.",109,https://www.schweizmobil.ch/de/wanderland/route-109
Terrasses de Lavaux,St-Saphorin → Lutry,11.0,440.0,Wanderweg | technical: easy | fitness: medium,195,1,"An den Hängen des Lavaux-Gebiets erstrecken sich wunderschöne Weinterrassen. Der einzigartige Weinberg am nordöstlichen Ufer des Genfersees wurde im 12. Jahrhundert angelegt. Die hier produzierten Weine geniessen einen hervorragenden Ruf. Die verbreitetste Rebsorte ist der Chasselas. Seit 2007 gehört das über 805 Hektar grosse Lavaux-Gebiet zum Welterbe der UNESCO. Wenn man auf den Winzerwegen durch die Weinterrassen geht, fühlt man sich fast wie zwischen Himmel und Erde. Der ausgeschilderte Weg führt durch die Weinreben und durch malerische Dörfer. Gestartet wird in Saint-Saphorin. Das Winzerdorf liegt am Fuss des Mont Perèrin direkt am Genferseeufer. Ein mittelalterliches Ortsbild mit engen Gassen und charakteristischen Winzerhäusern aus dem 16. bis 19. Jahrhundert sowie eine Kirche aus dem 15. Jahrhundert gibt es zu entdecken. Rivaz kann danach mit dem Vinorama aufwarten. Hier werden über 290 Weine aus dem gesamten Anbaugebiet vorgestellt. Natürlich kann der Rebensaft auch degustiert werden. Schön auch: das Schloss Glérolle, das unterhalb von Rivaz auf einem Felsen steht. Informationstafeln entlang des Wanderwegs erklären die Geheimnisse der Rebe und des Weins. Bauwerke wie der Marsens-Turm in Puidoux – Kulturgut von regionaler Bedeutung und somit unter Denkmalschutz – sowie Lutry mit seinem mittelalterlichen Stadtkern zeugen von der Vergangenheit der Region. Die Stadt mit Bürger- und Patrizierhäusern aus dem 15. bis 18. Jahrhundert erstreckt sich auf einem Schwemmkegel am Südfuss der Jorat-Höhen. In den gemütlichen Winzerkellern in den Dörfern entlang der Route können die Weine der Region kennengelernt und gekostet werden.",113,https://www.schweizmobil.ch/de/wanderland/route-113
